Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
243596291,Fruit Fly,Josh  Silver,"Silver, Josh",,"=""""","=""9798892426374""",2.0,Crooked Lane Books,Paperback,384,2026,2026,2026/09/03,2026/08/30,,,read,,,,1,0
249223282,Primeval and Other Times,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""0593717279""","=""9780593717271""",0,Riverhead Books,Hardcover,288,2026,1996,,2026/09/03,to-read,to-read (#3234),to-read,,,,0,0
244797299,The Radiance,Ayad Akhtar,"Akhtar, Ayad",,"=""1668078635""","=""9781668078631""",0,S&S/Summit Books,Hardcover,304,2026,2026,,2026/09/03,to-read,to-read (#3233),to-read,,,,0,0
249584823,Doppelgänger,Sam Riviere,"Riviere, Sam",,"=""1646223462""","=""9781646223466""",0,Catapult,Hardcover,240,2026,,,2026/09/03,to-read,to-read (#3232),to-read,,,,0,0
236773511,Black Bag,Luke Kennard,"Kennard, Luke",,"=""1638933383""","=""9781638933380""",0,Zando,Hardcover,352,2026,2026,,2026/09/03,to-read,to-read (#3231),to-read,,,,0,0
249791555,"Hollywood, Ending",John  Green,"Green, John",,"=""0525556656""","=""9780525556657""",0,Dutton Books,Hardcover,304,2026,2026,,2026/09/02,to-read,to-read (#3230),to-read,,,,0,0
247785403,"Dead Beat (Ninth House Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250884314""","=""9781250884312""",5.0,Flatiron Books,Hardcover,512,2026,2026,,2023/12/15,to-read,to-read (#1075),to-read,"Dead Beat!!!!<br/><br/>Bardugo has already proven she can blend dread, dark humor, and mythology better than Jamba Juice blends smoothies, so my faith is absolute. I’m clearing my schedule, my brain, and possibly my moral compass for this one.<br/><br/>At this point I’m experiencing full-body withdrawals for the Yale weirdness, the occult academia, and the “we survived hell together but still can’t have a normal conversation” tension that only Alex and Darlington can deliver.<br/><br/>My wishlist is simple:<br/>• smart, tense, character-driven chaos<br/>• beautifully unhinged magical academia<br/>• Alex and Darlington finally confronting… whatever it is they’re avoiding",,,0,0
247230391,Solace House,Will Maclean,"Maclean, Will",,"=""080216868X""","=""9780802168689""",0,Grove Press,Hardcover,512,2026,2026,,2026/09/02,to-read,to-read (#3229),to-read,,,,0,0
247520549,Ply,Hernan Diaz,"Diaz, Hernan",,"=""0593719549""","=""9780593719541""",0,Riverhead Books,Hardcover,464,2026,2026,,2026/09/02,to-read,to-read (#3228),to-read,,,,0,0
251557251,In One Brief Moment All Eternity,Elif Shafak,"Shafak, Elif",,"=""0593801733""","=""9780593801734""",0,Knopf,Hardcover,608,2027,2027,,2026/09/01,to-read,to-read (#3227),to-read,,,,0,0
253015605,Serious Music,Percival Everett,"Everett, Percival",,"=""0385552580""","=""9780385552585""",0,Doubleday,Hardcover,304,2027,2027,,2026/09/01,to-read,to-read (#3226),to-read,,,,0,0
28355463,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,Vintage International,Paperback,244,2015,2004,,2026/08/31,to-read,to-read (#3225),to-read,,,,0,0
250951361,Arendal: A Novel,Karl Ove Knausgård,"Knausgård, Karl Ove",,"=""""","=""9798217060917""",0,Penguin Press,Hardcover,256,2027,2024,,2026/08/31,to-read,to-read (#3224),to-read,,,,0,0
57088641,The Plague,Albert Camus,"Camus, Albert",Laura Marris,"=""0593318668""","=""9780593318669""",0,Knopf,Hardcover,352,2021,1947,,2022/09/01,currently-reading,currently-reading (#10),currently-reading,,,,1,0
636223,Ice,Anna Kavan,"Kavan, Anna",,"=""0720612683""","=""9780720612684""",3.0,Peter Owen Publishers,Paperback,158,2016,1967,2026/08/30,2024/10/01,,,read,"I understand why it’s a cult classic. I’m still not sure I understand why people love it.<br/><br/>It’s surreal, apocalyptic, dreamlike, and genuinely unlike anything else I’ve read. But I spent most of the book wondering: what is happening, who are these people, and why should I care?<br/><br/>By the end, I understood what Kavan was doing. The dream logic, the obsession, the symbolism, the nightmare atmosphere. I just found the actual reading experience… kind of average.<br/><br/>Interesting? Absolutely. A favorite? Not even remotely.<br/><br/>2.75/5 ⭐️ feels about right.<br/><br/>What am I missing?",,,1,0
244947445,Your Beloved Remains,Quinn Connor,"Connor, Quinn",,"=""1250461049""","=""9781250461049""",0,Flatiron Books: Pine & Cedar,Hardcover,272,2026,2026,,2026/08/24,to-read,to-read (#3223),to-read,,,,0,0
244953031,Your Beloved Remains,Quinn Connor,"Connor, Quinn",,"=""""","=""""",0,Flatiron Books: Pine & Cedar,Kindle Edition,304,2026,2026,,2026/08/24,to-read,to-read (#3222),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,Vintage,Paperback,255,2001,1925,,2022/01/13,currently-reading,currently-reading (#9),currently-reading,,,,1,0
13707734,The Swerve: How the World Became Modern,Stephen Greenblatt,"Greenblatt, Stephen",,"=""0393343405""","=""9780393343403""",0,W. W. Norton & Company,Paperback,356,2012,2011,,2026/08/22,to-read,to-read (#3221),to-read,,,,0,0
1321926,The Tokyo Zodiac Murders,Sōji Shimada,"Shimada, Sōji","Shika MacKenzie, Ross MacKenzie","=""4925080814""","=""9784925080811""",0,Stone Bridge Pr,Hardcover,252,2005,1981,,2026/08/19,to-read,to-read (#3220),to-read,,,,0,0
238142982,About a Place in the Kinki Region,Sesuji,"Sesuji, Sesuji",Michael Blaskowsky,"=""""","=""9798855409949""",0,Yen On,Hardcover,336,2026,2023,,2026/08/19,to-read,to-read (#3219),to-read,,,,0,0
242134889,"Strange Buildings (Strange Houses, #2)",Uketsu,"Uketsu, Uketsu",Jim Rion,"=""""","=""""",4.0,HarperVia,Kindle Edition,384,2026,2023,2026/08/19,2026/02/26,,,read,,,,1,0
246519235,Neuromancer,William Gibson,"Gibson, William",,"=""""","=""9798217190379""",0,Ace,Paperback,320,2026,1984,,2026/08/19,to-read,to-read (#3218),to-read,,,,0,0
246856972,At the Mountains of Madness: And Other Tales of Weird Science,H.P. Lovecraft,"Lovecraft, H.P.","Leslie S. Klinger, Tamsyn Muir","=""1324098368""","=""9781324098362""",0,Liveright,Paperback,432,2026,,,2026/08/19,to-read,to-read (#3217),to-read,,,,0,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth","=""0811201880""","=""9780811201889""",0,New Directions,Hardcover,178,1969,1938,,2021/09/30,currently-reading,currently-reading (#8),currently-reading,,,,1,0
7429046,"Min kamp 2 (Min kamp, #2)",Karl Ove Knausgård,"Knausgård, Karl Ove",,"=""8249507053""","=""9788249507054""",0,Forlaget Oktober AS,Hardcover,563,2009,2009,,2026/08/16,to-read,to-read (#3216),to-read,,,,0,0
244967491,The Wayfinder: A Novel,Adam  Johnson,"Johnson, Adam",,"=""1250448743""","=""9781250448743""",0,Picador,Paperback,736,2026,2025,,2026/08/10,to-read,to-read (#3215),to-read,,,,0,0
249937325,Life of M,Rachel Cusk,"Cusk, Rachel",,"=""0571399835""","=""9780571399833""",0,Faber & Faber,Kindle Edition,147,2026,2026,,2026/08/06,to-read,to-read (#3214),to-read,,,,0,0
241381519,Air,Christian Kracht,"Kracht, Christian",Daniel Bowles,"=""1324094583""","=""9781324094586""",0,Liveright,Hardcover,208,2026,2025,,2026/08/01,to-read,to-read (#3213),to-read,,,,0,0
245886309,American Hagwon,Min Jin Lee,"Lee, Min Jin",,"=""1538752034""","=""9781538752036""",0,Cardinal,Hardcover,656,2026,2026,,2026/08/01,to-read,to-read (#3212),to-read,,,,0,0
103273,Under The Jaguar Sun,Italo Calvino,"Calvino, Italo",,"=""0156927942""","=""9780156927949""",0,Mariner Books,Paperback,96,1990,1986,,2026/07/20,to-read,to-read (#3211),to-read,,,,0,0
252630026,Imps!,Gerardo Sámano Córdova,"Córdova, Gerardo Sámano",,"=""1638934290""","=""9781638934295""",0,Tin House,Hardcover,208,2027,,,2026/07/20,to-read,to-read (#3210),to-read,,,,0,0
126512,The Way of All Flesh,Samuel Butler,"Butler, Samuel",,"=""0486434664""","=""9780486434667""",0,Dover Publications,Paperback,315,2004,1903,,2026/07/15,to-read,to-read (#3209),to-read,,,,0,0
233717212,Operation Bounce House,Matt Dinniman,"Dinniman, Matt",,"=""0593820304""","=""9780593820308""",0,Ace,Hardcover,437,2026,2026,,2025/12/15,did-not-finish,did-not-finish (#1),did-not-finish,,,,1,0
222645786,The Wayfinder,Adam Johnson,"Johnson, Adam",,"=""0374619581""","=""9780374619589""",0,MCD,Kindle Edition,737,2025,2025,,2026/07/15,to-read,to-read (#3208),to-read,,,,0,0
48658191,Branwell: A Novel of the Brontë Brother,Douglas A. Martin,"Martin, Douglas A.",Darcey Steinke,"=""1593765975""","=""9781593765972""",0,Soft Skull,Paperback,256,2020,2005,,2026/07/14,to-read,to-read (#3207),to-read,,,,0,0
18869988,The Infernal World of Branwell Brontë,Daphne du Maurier,"Maurier, Daphne du",,"=""0316253650""","=""9780316253659""",0,"Little, Brown and Company",Kindle Edition,344,2013,1960,,2026/07/14,to-read,to-read (#3206),to-read,,,,0,0
244445048,Three Tenses: A Transmission from the Nineties,Ed     Park,"Park, Ed",,"=""""","=""9798217154944""",0,Random House,Hardcover,224,2026,2026,,2026/07/14,to-read,to-read (#3205),to-read,,,,0,0
48724825,Bestiary: Selected Stories,Julio Cortázar,"Cortázar, Julio",Kevin Barry,"=""1784875856""","=""9781784875855""",0,Vintage Uk,Paperback,368,2020,,,2023/07/11,to-read,to-read (#865),to-read,,,,0,0
247470474,As We Fall Through Time,Claire North,"North, Claire",,"=""031658648X""","=""9780316586481""",0,Orbit,Kindle Edition,414,2026,2026,,2026/07/13,to-read,to-read (#3204),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,Knopf,Hardcover,435,2006,2006,,2026/07/12,to-read,to-read (#3203),to-read,,,,0,0
158674,Nervous Conditions,Tsitsi Dangarembga,"Dangarembga, Tsitsi",,"=""1580051340""","=""9781580051347""",0,Seal Press,Paperback,256,2004,1988,,2026/07/12,to-read,to-read (#3202),to-read,,,,0,0
14569052,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1616202416""","=""9781616202415""",0,Algonquin Books,Paperback,336,2012,2003,,2026/07/12,to-read,to-read (#3201),to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",4.0,Anchor Books,Paperback,215,1994,1958,2026/07/12,2024/01/05,,,read,,,,1,0
242331982,We Were Forbidden,Jacqueline Harpman,"Harpman, Jacqueline",Ros Schwartz,"=""""","=""9798893380583""",0,Transit Books,Paperback,112,2026,2026,,2026/07/10,to-read,to-read (#3200),to-read,,,,0,0
364284,Man and Superman,George Bernard Shaw,"Shaw, George Bernard","Stanley Weintraub, Dan H. Laurence","=""0140437886""","=""9780140437881""",0,Penguin Classics,Paperback,288,2001,1903,,2026/07/05,to-read,to-read (#3199),to-read,,,,0,0
40107,"The Goat, or Who is Sylvia?",Edward Albee,"Albee, Edward",,"=""1585676470""","=""9781585676477""",0,Abrams Press,Paperback,110,2004,2003,,2026/07/05,to-read,to-read (#3198),to-read,,,,0,0
251446,Glengarry Glen Ross,David Mamet,"Mamet, David",,"=""""","=""""",3.0,Grove Press,Paperback,112,1994,1983,2026/07/05,2022/07/16,,,read,3.25,,,1,0
237112714,A Table for Fortune: Box Set,William T. Vollmann,"Vollmann, William T.",,"=""1648211887""","=""9781648211881""",0,Arcade,Hardcover,3096,2026,2026,,2026/07/01,to-read,to-read (#3197),to-read,,,,0,0
250925398,Yesteryear,Caro Claire Burke,"Burke, Caro Claire",,"=""059380421X""","=""9780593804216""",0,Knopf,Hardcover,394,2026,2026,,2026/07/01,to-read,to-read (#3196),to-read,,,,0,0
19083,Politics,Aristotle,"Aristotle, Aristotle",Benjamin Jowett,"=""0486414248""","=""9780486414249""",0,Dover Publications,Paperback,368,2000,-350,,2026/06/28,to-read,to-read (#3195),to-read,,,,0,0
982310,Phaedo,Plato,"Plato, Plato","David Gallop, R.D. Archer-Hind","=""0192839535""","=""9780192839534""",4.0,Oxford University Press,Paperback,144,1993,-380,2026/06/28,2026/06/28,,,read,,,,1,0
18669285,How To Build A Universe That Doesn't Fall Apart Two Days Later,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,,Unknown Binding,145,1978,1978,,2026/06/23,to-read,to-read (#3194),to-read,,,,0,0
242232411,Dead But Dreaming of Electric Sheep,Paul Tremblay,"Tremblay, Paul",,"=""006339846X""","=""9780063398467""",0,William Morrow,Hardcover,336,2026,2026,,2026/06/23,to-read,to-read (#3193),to-read,,,,0,0
223641121,Beetlecreek,William Demby,"Demby, William",,"=""""","=""9798217007318""",0,Vintage,Paperback,240,2026,1950,,2026/06/05,to-read,to-read (#3192),to-read,,,,0,0
245120325,Under Story,Chloe  Benjamin,"Benjamin, Chloe",,"=""0593545214""","=""9780593545218""",0,G.P. Putnam's Sons,Hardcover,512,2026,2026,,2026/06/02,to-read,to-read (#3191),to-read,,,,0,0
244445046,"Dreamers of the Full Moon Coffee Shop (The Full Moon Coffee Shop, #3)",Mai Mochizuki,"Mochizuki, Mai",,"=""""","=""9798217300464""",0,Ballantine Books,Hardcover,224,2026,2021,,2026/06/02,to-read,to-read (#3190),to-read,,,,0,0
227863236,Glyph (Gliff #2),Ali Smith,"Smith, Ali",,"=""""","=""""",0,Hamish Hamilton,Hardcover,,2026,2026,,2025/03/14,to-read,to-read (#1879),to-read,,,,0,0
240382522,Glyph,Ali Smith,"Smith, Ali",,"=""0593701585""","=""9780593701584""",0,Pantheon,Hardcover,288,2026,2026,,2026/02/05,to-read,to-read (#3049),to-read,,,,0,0
218460254,The Sound and the Fury,William Faulkner,"Faulkner, William",Ayana Mathis,"=""0143138855""","=""9780143138853""",0,Penguin Classics,Paperback,288,2026,1929,,2026/05/18,to-read,to-read (#3189),to-read,,,,0,0
235648886,I Give You My Silence: A Novel,Mario Vargas Llosa,"Llosa, Mario Vargas",Adrian Nathan West,"=""0374616256""","=""9780374616250""",0,"Farrar, Straus and Giroux",Hardcover,256,2026,2023,,2025/12/08,to-read,to-read (#2762),to-read,,,,0,0
1101366,How to Quiet a Vampire: A Sotie,Borislav Pekić,"Pekić, Borislav","Bogdan Rakić, Stephen M. Dickey","=""0810117207""","=""9780810117204""",0,Northwestern University Press,Paperback,432,2003,1977,,2026/05/14,to-read,to-read (#3188),to-read,,,,0,0
220195748,Angel Down,Daniel Kraus,"Kraus, Daniel",,"=""""","=""""",0,Atria Books,Kindle Edition,304,2025,2025,,2026/05/08,to-read,to-read (#3187),to-read,,,,0,0
244811796,Twist: A Novel,Colum McCann,"McCann, Colum",,"=""0593241754""","=""9780593241752""",0,Random House Trade Paperbacks,Paperback,256,2026,2025,,2026/03/24,to-read,to-read (#3164),to-read,,,,0,0
55347245,Dead Souls,Sam Riviere,"Riviere, Sam",,"=""1646220285""","=""9781646220281""",0,Catapult,Hardcover,320,2021,2021,,2026/05/04,to-read,to-read (#3186),to-read,,,,0,0
62831671,Blue in Green,Wesley Brown,"Brown, Wesley",,"=""1953691110""","=""9781953691118""",0,Blank Forms Editions,Hardcover,68,2022,,,2026/05/04,to-read,to-read (#3185),to-read,,,,0,0
236117101,"The Universal Baseball Association, Inc., J. Henry Waugh, Prop.",Robert Coover,"Coover, Robert",Ben Marcus,"=""""","=""9798896230182""",0,NYRB Classics,Paperback,242,2026,1968,,2026/05/04,to-read,to-read (#3184),to-read,,,,0,0
149072897,You Weren't Meant to Be Human,Andrew Joseph White,"White, Andrew Joseph",,"=""""","=""""",0,Saga Press,Hardcover,336,2025,2025,,2025/08/19,to-read,to-read (#2290),to-read,,,,0,0
241715903,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""9798217298976""",0,Ballantine Books,Paperback,384,2026,2016,,2026/05/01,to-read,to-read (#3183),to-read,,,,0,0
60317493,Sir Gawain And The Green Knight (A Tolkien Miscellany #5),Gawain Poet,"Poet, Gawain",J.R.R. Tolkien,"=""""","=""""",0,,Unknown Binding,146,,1375,,2024/02/14,to-read,to-read (#1712),to-read,,,,1,0
600589,Tiki Modern,Sven A. Kirsten,"Kirsten, Sven A.",,"=""3822847178""","=""9783822847176""",0,TASCHEN,Hardcover,335,2007,2007,,2026/04/27,to-read,to-read (#3182),to-read,,,,0,0
18937699,Tiki Pop. America imagines its own Polynesian Paradise (English and French Edition),Sven A. Kirsten,"Kirsten, Sven A.",,"=""3836548518""","=""9783836548519""",0,TASCHEN,Hardcover,383,2015,2014,,2026/04/27,to-read,to-read (#3181),to-read,,,,0,0
240383041,The Possessed: A Play in Three Parts,Albert Camus,"Camus, Albert",,"=""""","=""9798217008193""",0,Vintage,Paperback,240,2026,1959,,2026/04/27,to-read,to-read (#3180),to-read,,,,0,0
6604712,Eating Animals,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0316069906""","=""9780316069908""",0,"Little, Brown and Company",Hardcover,341,2009,2009,,2026/04/27,to-read,to-read (#3179),to-read,,,,0,0
256566,Everything is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0060529709""","=""9780060529703""",0,Harper Perennial,Paperback,276,2003,2002,,2026/04/27,to-read,to-read (#3178),to-read,,,,0,0
162259,The Petty Demon: The Russian Symbolist Classic,Fyodor Sologub,"Sologub, Fyodor",Murl Barker,"=""0882338080""","=""9780882338088""",0,Ardis Publishers,Paperback,352,2009,1905,,2026/04/07,to-read,to-read (#3177),to-read,,,,0,0
247546631,Taipei Story,R.F. Kuang,"Kuang, R.F.",,"=""0063473747""","=""9780063473744""",0,William Morrow,Hardcover,288,2026,2026,,2026/04/02,to-read,to-read (#3176),to-read,,,,0,0
32827398,Spoonbenders,Daryl Gregory,"Gregory, Daryl",,"=""1524734829""","=""9781524734824""",0,Books on Tape,Audio CD,,2017,2017,,2026/03/30,to-read,to-read (#3175),to-read,,,,0,0
214565598,When We Were Real,Daryl Gregory,"Gregory, Daryl",,"=""1668060043""","=""9781668060049""",0,S&S/Saga Press,Hardcover,447,2025,2025,,2026/03/30,to-read,to-read (#3174),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",2.0,Green Integer Books,Paperback,188,2003,1899,2026/03/29,2023/12/02,,,read,,,,1,0
103345,If Nobody Speaks Of Remarkable Things,Jon McGregor,"McGregor, Jon",,"=""0618344586""","=""9780618344581""",0,Mariner Books,Paperback,275,2003,2002,,2026/03/29,to-read,to-read (#3173),to-read,,,,0,0
244261,The Street of Crocodiles,Bruno Schulz,"Schulz, Bruno","Celina Wieniewska, Jerzy Ficowski","=""0140186255""","=""9780140186253""",0,Penguin Classics,Paperback,160,1992,1933,,2026/03/28,to-read,to-read (#3172),to-read,,,,0,0
653651,Nights at the Circus,Angela Carter,"Carter, Angela",,"=""0140077030""","=""9780140077032""",0,Penguin Books,Paperback,295,1986,1984,,2026/03/28,to-read,to-read (#3171),to-read,,,,0,0
239680473,The Noma Guide to Building Flavour,René Redzepi,"Redzepi, René",Noma Test Kitchen,"=""1579657192""","=""9781579657192""",0,Artisan,Hardcover,504,2026,,,2026/03/28,to-read,to-read (#3170),to-read,,,,0,0
37590384,Foundations of Flavor: The Noma Guide to Fermentation,René Redzepi,"Redzepi, René",David Zilber,"=""1579657184""","=""9781579657185""",0,Artisan,Hardcover,456,2018,2018,,2026/03/28,to-read,to-read (#3169),to-read,,,,0,0
243810798,O Sinners!,Nicole Cuffy,"Cuffy, Nicole",,"=""059359746X""","=""9780593597460""",0,One World,Paperback,444,2026,2025,,2026/03/28,to-read,to-read (#3168),to-read,,,,0,0
523795,"The Last Good Kiss (C.W. Sughrue, #1)",James Crumley,"Crumley, James",,"=""0394759893""","=""9780394759890""",0,Vintage Crime/Black Lizard,Paperback,244,1988,1978,,2026/03/27,to-read,to-read (#3167),to-read,,,,0,0
212012689,Where the Axe Is Buried,Ray Nayler,"Nayler, Ray",,"=""0374615373""","=""9780374615376""",0,MCD,Kindle Edition,337,2025,2025,,2026/03/26,to-read,to-read (#3166),to-read,,,,0,0
243031260,Look What You Made Me Do,John Lanchester,"Lanchester, John",,"=""0571298656""","=""9780571298655""",0,Faber & Faber,Kindle Edition,288,2026,2026,,2025/12/19,to-read,to-read (#2845),to-read,,,,0,0
245670693,Dissolution: A Novel,Nicholas Binge,"Binge, Nicholas",,"=""0593852176""","=""9780593852170""",0,Riverhead Books,Paperback,384,2026,2025,,2026/03/24,to-read,to-read (#3165),to-read,,,,0,0
246554055,Rottenheart,Kat Dunn,"Dunn, Kat",,"=""1638934657""","=""9781638934653""",0,Zando,Hardcover,320,2026,2026,,2026/03/24,to-read,to-read (#3163),to-read,,,,0,0
236643244,Lucien,J.R. Thornton,"Thornton, J.R.",,"=""0063458438""","=""9780063458437""",0,Harper Perennial,Paperback,320,2026,2026,,2026/03/22,to-read,to-read (#3162),to-read,,,,0,0
231387262,Transcription,Ben Lerner,"Lerner, Ben",,"=""0374618593""","=""9780374618599""",0,"Farrar, Straus and Giroux",Hardcover,144,2026,2026,,2026/03/22,to-read,to-read (#3161),to-read,,,,0,0
13069261,The Bellwether Revivals,Benjamin Wood,"Wood, Benjamin",,"=""0771089317""","=""9780771089312""",0,McClelland & Stewart,Hardcover,428,2012,2012,,2026/03/21,to-read,to-read (#3160),to-read,,,,0,0
61054804,The Cloisters,Katy Hays,"Hays, Katy",,"=""1668004402""","=""9781668004401""",0,Atria Books,Hardcover,387,2022,2022,,2026/03/21,to-read,to-read (#3159),to-read,,,,0,0
241433199,American Fantasy,Emma Straub,"Straub, Emma",,"=""""","=""9798217046867""",0,Riverhead Books,Kindle Edition,294,2026,2026,,2026/03/21,to-read,to-read (#3158),to-read,,,,0,0
242238701,It Will Come Back To You,Sigrid Nunez,"Nunez, Sigrid",,"=""""","=""9798217179152""",0,Riverhead Books,Hardcover,224,2026,2026,,2026/03/21,to-read,to-read (#3157),to-read,,,,0,0
245325209,Hot Air,Marcy Dermansky,"Dermansky, Marcy",,"=""0593315367""","=""9780593315361""",0,Vintage,Paperback,208,2026,2025,,2026/03/21,to-read,to-read (#3156),to-read,,,,0,0
239780216,Abundance,Hafeez Lakhani,"Lakhani, Hafeez",,"=""1640097562""","=""9781640097568""",0,Counterpoint,Hardcover,304,2026,2026,,2026/03/17,to-read,to-read (#3155),to-read,,,,0,0
243541768,The Pretender,Jo Harkin,"Harkin, Jo",,"=""059368916X""","=""9780593689165""",0,Vintage,Paperback,496,2026,2025,,2026/03/16,to-read,to-read (#3154),to-read,,,,0,0
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,"=""""","=""""",3.0,Penguin Books,Paperback,106,1990,1970,2026/03/09,2024/05/31,,,read,"This is the book equivalent of a perfect afternoon: over quickly, pleasant throughout, and not especially demanding of you. Whether that's a compliment depends entirely on what you came for.<br/><br/>This is a real epistolary memoir, a collection of letters exchanged over twenty years between Hanff, a broke New York writer with expensive literary tastes, and Frank, the chief buyer at Marks & Co., an antiquarian bookshop.<br/><br/>Hanff orders obscure classics she can't find stateside. Frank fulfills them with dry efficiency. Over time, something warmer develops, expanding to include the shop staff, Frank's family, and a neighbor or two. It's charming, occasionally funny, and in the final pages, genuinely sad.<br/><br/>The pleasure here is almost entirely tonal. Hanff's voice is brash, funny, and completely her own, and the contrast between her breezy American informality and Frank's measured British reserve makes their correspondence a masterclass in what letters can do that prose can't.<br/><br/>But the ceiling is real. Frank stays somewhat opaque throughout, and the relationship never quite achieves the depth the book seems to claim for it. <br/><br/>This is a book for readers who loves books about books, those who have a soft spot for epistolary form, or those who want something warm and short that goes down easy. If that's you, it will deliver. If you want to be changed by what you read, look elsewhere.",,,1,0
232207672,A Guardian and a Thief,Megha Majumdar,"Majumdar, Megha",,"=""0593804872""","=""9780593804872""",4.0,Knopf,Hardcover,224,2025,2025,2026/03/15,2025/10/03,,,read,"I almost passed on this one. I wasn't sure I had the bandwidth for another near-future dystopia with a message. But I'm really glad I gave it a shot.<br/><br/>Throughout the book I found many lines that made me smile, and others that blew me away, like this one:<br/><br/>""The depth of night always felt adjacent to real life, a fourth dimension of the world that allowed the honesty and courage that daylight forbade.""<br/><br/>This is a dual narrative set over the course of a single week in a near-future Kolkata collapsing under famine and climate catastrophe. Ma's family has their passports stolen days before they are able to emigrate to Michigan. The teenager named Boomba who took them is desperate in ways Ma can't fully see from her vantage point.<br/><br/>I was pleasantly surprised at how charming the voice of the book is. Majumdar captures the internal lives of both characters precisely, without overwriting. Both Ma and Boomba are operating from the same ferocious love for their families, and the novel's central tension is that neither of them is wrong, exactly.<br/><br/>The architecture of the novel is precise — every detail doubles as social commentary: the visas, the shelter, the billionaire benefactor, the food Ma skims for her own family.<br/><br/>Majumdar occasionally tells you what she's already shown you, but her detail work is strong enough to overlook it.<br/><br/>A two-year-old asking for ""flowerflower"" because she's just discovered cauliflower. An old man who doesn't want to leave Kolkata but won't say so because his love for his daughter runs deeper than his grief. These are the details that make a short novel feel full, and make it a National Book Award finalist that actually deserves the distinction.",,,1,0
22326,"Virtual Light (Bridge, #1)",William Gibson,"Gibson, William",,"=""0140157727""","=""9780140157727""",0,Penguin Books Ltd,Paperback,304,1996,1993,,2026/03/15,to-read,to-read (#3153),to-read,,,,0,0
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,"=""0425198685""","=""9780425198681""",0,Berkley Books,Mass Market Paperback,367,2005,2003,,2026/03/15,to-read,to-read (#3152),to-read,,,,0,0
235788705,She Who Remains,Rene Karabash,"Karabash, Rene","Izidora Angel, Рене Карабаш","=""9533515740""","=""9789533515748""",0,Sandorf Passage,Paperback,150,2026,2018,,2026/03/15,to-read,to-read (#3151),to-read,,,,0,0
50158,N.P,Banana Yoshimoto,"Yoshimoto, Banana",Ann Sherif,"=""0802142990""","=""9780802142993""",0,Grove Press,Paperback,208,2008,1990,,2026/03/15,to-read,to-read (#3150),to-read,,,,0,0
219879,The Piano Teacher,Elfriede Jelinek,"Jelinek, Elfriede",Joachim Neugroschel,"=""0802118062""","=""9780802118066""",0,Grove Press,Hardcover,288,2004,1983,,2026/03/15,to-read,to-read (#3149),to-read,,,,0,0
25193,The Silent Cry,Kenzaburō Ōe,"Ōe, Kenzaburō",John Bester,"=""1852426020""","=""9781852426026""",0,Kodansha,Paperback,274,1998,1967,,2026/03/15,to-read,to-read (#3148),to-read,,,,0,0
1554,"Oedipus Rex  (The Theban Plays, #1)",Sophocles,"Sophocles, Sophocles","J.E. Thomas, Elizabeth Osborne","=""1580495931""","=""9781580495936""",0,Prestwick House Inc,Paperback,75,2004,-429,,2026/03/15,to-read,to-read (#3147),to-read,,,,0,0
464260,The Fire Next Time (Vintage International),James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,Vintage,Paperback,106,1992,1963,,2026/03/15,to-read,to-read (#3146),to-read,,,,0,0
233717140,Good People,Patmeena Sabit,"Sabit, Patmeena",,"=""0593801067""","=""9780593801062""",0,Crown,Hardcover,400,2026,2026,,2026/03/15,to-read,to-read (#3145),to-read,,,,0,0
235992657,Almost Life,Kiran Millwood Hargrave,"Hargrave, Kiran Millwood",,"=""1668204274""","=""9781668204276""",0,S&S/Summit Books,Hardcover,384,2026,2026,,2026/03/15,to-read,to-read (#3144),to-read,,,,0,0
